Week number,Start Date,Location (county),Latitude,Longitude,AvgTemp,AvgPressure,AvgWindSpeed,Total number of birds testing positive
Week 20 (2023),5/15/2023,Surrey,-0.33286226049232737,-0.6076292882744496,0.4526261569673442,2.0209127366102924,-1.4721516015975833,1.0
Week 20 (2023),5/15/2023,Flintshire,0.0,0.5081925243215564,0.1460568138792738,2.0209127366102924,0.6409203237704074,1.0
Week 20 (2023),5/15/2023,Flintshire,0.0,0.5081925243215564,0.1460568138792738,2.0209127366102924,0.6409203237704074,1.0
Week 20 (2023),5/15/2023,Flintshire,0.0,0.5081925243215564,0.1460568138792738,2.0209127366102924,0.6409203237704074,1.0
Week 20 (2023),5/15/2023,Nottinghamshire,-0.03286554704703103,-0.5926779313876089,0.0,0.0,0.0,3.0
Week 20 (2023),5/15/2023,West Yorkshire,0.1971932822821815,-0.20865335381464423,0.0,0.0,0.0,3.0
Week 20 (2023),5/15/2023,Merseyside,0.06849180004601085,0.42708653353814635,0.1460568138792738,2.0209127366102924,0.6409203237704074,1.0
Week 20 (2023),5/15/2023,Anglesey,0.021691261051038656,1.1123911930363541,0.0,0.0,0.0,1.0
Week 21 (2023),5/22/2023,Merseyside,0.06849180004601085,0.42708653353814635,0.6424071832585689,2.0209127366102924,0.18811919729284748,1.0
Week 21 (2023),5/22/2023,Suffolk,-0.33286226049232737,-0.6076292882744496,1.0146699526288077,2.0209127366102924,-0.9535588564610639,2.0
Week 21 (2023),5/22/2023,Rutland,-0.17527196240181533,-0.7804403481822838,1.2993414869561555,2.0209127366102924,-1.7430582586960437,3.5
Week 21 (2023),5/22/2023,Cornwall,-0.8861866105761333,1.277521761392729,1.5548159395295476,2.0209127366102924,-1.3908796044680456,1.0
Week 21 (2023),5/22/2023,Derby ,-0.09120189305551092,-0.3496671786994369,1.1022611978906751,2.0209127366102924,-1.3870095078186009,2.0
Week 21 (2023),5/22/2023,Merseyside,0.06849180004601085,0.42708653353814635,0.6424071832585689,2.0209127366102924,0.18811919729284748,1.0
Week 21 (2023),5/22/2023,Greater Manchester,0.09228645610806158,0.04357398873527892,0.0,0.0,0.0,1.0
Week 21 (2023),5/22/2023,Lancashire,0.18404706346336955,0.27777777777777773,0.6278086423815913,2.0209127366102924,-0.8064952433816333,1.0
